I_rms,I_std,I_energy,I_domfreq_hz,II_rms,II_std,II_energy,II_domfreq_hz,III_rms,III_std,III_energy,III_domfreq_hz,rms_mean,std_mean,energy_mean,domfreq_mean_hz,file_base,PID,segment_id,start_sec,end_sec,segment_path
0.7077329158782959,0.7077173590660095,0.5008858442306519,4.2,0.703604519367218,0.703593373298645,0.4950592815876007,4.2,0.7044938802719116,0.7044830322265625,0.49631163477897644,4.2,0.7052771051724752,0.7052645881970724,0.49741892019907635,4.2,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0000,0.0,10.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0000.npz
0.6989538073539734,0.6989532113075256,0.48853641748428345,4.3,0.6981787085533142,0.6981782913208008,0.48745352029800415,4.3,0.7003446221351624,0.7003442049026489,0.4904825687408447,4.3,0.69915904601415,0.6991585691769918,0.4888241688410441,4.3,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0001,10.0,20.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0001.npz
0.7349604964256287,0.7349604964256287,0.5401669144630432,4.3,0.7354215383529663,0.7354215383529663,0.5408448576927185,4.3,0.7347330451011658,0.7347329258918762,0.5398326516151428,4.3,0.7350383599599203,0.7350383202234904,0.5402814745903015,4.3,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0002,20.0,30.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0002.npz
0.7466660141944885,0.7466657161712646,0.5575101375579834,4.5,0.7479539513587952,0.7479536533355713,0.5594350695610046,4.5,0.7482748627662659,0.7482745051383972,0.5599152445793152,4.5,0.7476316094398499,0.747631291548411,0.5589534838994344,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0003,30.0,40.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0003.npz
0.665005087852478,0.6650018095970154,0.4422317445278168,4.5,0.6655827164649963,0.6655794978141785,0.4430003762245178,4.5,0.6663308143615723,0.6663280725479126,0.443996787071228,4.5,0.6656395395596822,0.6656364599863688,0.4430763026078542,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0004,40.0,50.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0004.npz
0.6518445611000061,0.6518420577049255,0.4249013662338257,4.4,0.6498591899871826,0.6498562097549438,0.4223169982433319,4.4,0.6503143310546875,0.6503103375434875,0.4229086935520172,4.4,0.6506726940472921,0.650669535001119,0.4233756860097249,4.4,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0005,50.0,60.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0005.npz
0.7408981919288635,0.740882396697998,0.5489301085472107,4.4,0.7405105233192444,0.7404935956001282,0.5483558177947998,4.4,0.7410935163497925,0.741075336933136,0.5492196083068848,4.4,0.7408340771993002,0.740817109743754,0.5488351782162985,4.4,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0006,60.0,70.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0006.npz
0.8408632874488831,0.840860903263092,0.7070510983467102,10.100000000000001,0.8406029343605042,0.8406004905700684,0.706613302230835,10.100000000000001,0.8411985635757446,0.8411961793899536,0.7076150178909302,10.100000000000001,0.840888261795044,0.840885857741038,0.7070931394894918,10.100000000000001,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0007,70.0,80.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0007.npz
0.899032711982727,0.8990324139595032,0.8082597851753235,4.5,0.9004155397415161,0.900415301322937,0.8107481598854065,4.5,0.9008454084396362,0.9008451104164124,0.8115224838256836,4.5,0.9000978867212931,0.9000976085662842,0.8101768096288046,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0008,80.0,90.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0008.npz
0.6650117039680481,0.6649928092956543,0.44224053621292114,4.4,0.6655665636062622,0.66554856300354,0.4429788589477539,4.4,0.6662513017654419,0.6662326455116272,0.4438908100128174,4.4,0.6656098564465841,0.6655913392702738,0.4430367350578308,4.4,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0009,90.0,100.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0009.npz
0.6956928968429565,0.695674479007721,0.48398858308792114,4.5,0.6942422389984131,0.6942235827445984,0.48197227716445923,4.5,0.6946781277656555,0.6946609616279602,0.48257774114608765,4.5,0.6948710878690084,0.6948530077934265,0.482846200466156,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0010,100.0,110.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0010.npz
0.6365761756896973,0.636574923992157,0.40522924065589905,4.5,0.6368066668510437,0.6368052959442139,0.4055227041244507,4.5,0.6379297971725464,0.6379289627075195,0.40695443749427795,4.5,0.6371042132377625,0.6371030608812968,0.4059021274248759,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0011,110.0,120.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0011.npz
0.6315000653266907,0.6314957141876221,0.3987922966480255,4.5,0.6302030086517334,0.6301989555358887,0.39715585112571716,4.5,0.6304671764373779,0.6304628252983093,0.3974888324737549,4.5,0.6307234168052673,0.6307191650072733,0.39781232674916583,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0012,120.0,130.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0012.npz
0.8737860918045044,0.8737854957580566,0.7635021209716797,1.8,0.8736783266067505,0.873677670955658,0.7633137702941895,1.8,0.8736647367477417,0.873664140701294,0.7632900476455688,1.8,0.8737097183863322,0.8737091024716696,0.7633686463038126,1.8,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0013,130.0,140.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0013.npz
0.6972082853317261,0.6971939206123352,0.4860994219779968,4.5,0.6972773671150208,0.6972630023956299,0.48619571328163147,4.5,0.6984025835990906,0.6983882188796997,0.48776620626449585,4.5,0.6976294120152792,0.6976150472958883,0.4866871138413747,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0014,140.0,150.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0014.npz
1.4122304916381836,1.4121168851852417,1.9943948984146118,1.5,1.4112695455551147,1.411151647567749,1.9916818141937256,1.5,1.4107753038406372,1.4106566905975342,1.990286946296692,1.5,1.4114251136779785,1.4113084077835083,1.9921212196350098,1.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0015,150.0,160.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0015.npz
2.9055731296539307,2.9055731296539307,8.442355155944824,1.3,2.9066543579101562,2.906654119491577,8.448638916015625,1.3,2.900529146194458,2.900529146194458,8.413068771362305,1.3,2.904252211252848,2.9042521317799888,8.434687614440918,1.3,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0016,160.0,170.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0016.npz
2.357006788253784,2.356940984725952,5.555481433868408,0.8,2.3563976287841797,2.356329917907715,5.552609443664551,0.8,2.3567004203796387,2.356628894805908,5.554036617279053,0.8,2.356701612472534,2.356633265813192,5.554042498270671,0.8000000000000002,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0017,170.0,180.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0017.npz
1.1287517547607422,1.128751516342163,1.274080514907837,4.5,1.1303092241287231,1.1303092241287231,1.2775989770889282,4.5,1.1297187805175781,1.129718542098999,1.2762644290924072,4.5,1.1295932531356812,1.1295930941899617,1.2759813070297241,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0018,180.0,190.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0018.npz
0.866392970085144,0.8663918972015381,0.7506367564201355,4.5,0.865155816078186,0.8651546835899353,0.748494565486908,4.5,0.864569902420044,0.8645683526992798,0.747481107711792,4.5,0.865372896194458,0.8653716444969177,0.7488708098729452,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0019,190.0,200.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0019.npz
0.8240222930908203,0.8240146040916443,0.6790127158164978,4.5,0.8254050612449646,0.8253975510597229,0.6812935471534729,4.5,0.8262837529182434,0.8262764811515808,0.6827448010444641,4.5,0.8252370357513428,0.825229545434316,0.6810170213381449,4.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0020,200.0,210.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0020.npz
0.766385018825531,0.7663823962211609,0.5873460173606873,4.6000000000000005,0.7677183151245117,0.7677152752876282,0.5893914103507996,4.6000000000000005,0.7700793743133545,0.7700759172439575,0.5930222868919373,4.6000000000000005,0.7680609027544657,0.7680578629175822,0.589919904867808,4.6000000000000005,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0021,210.0,220.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0021.npz
1.0158971548080444,1.0158971548080444,1.032046914100647,4.6000000000000005,1.014136552810669,1.014136552810669,1.028472900390625,4.6000000000000005,1.0156315565109253,1.0156315565109253,1.0315074920654297,4.6000000000000005,1.0152217547098796,1.0152217547098796,1.0306757688522339,4.6000000000000005,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0022,220.0,230.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0022.npz
0.9887327551841736,0.9887227416038513,0.977592408657074,4.6000000000000005,0.9887085556983948,0.9886988401412964,0.9775446057319641,4.6000000000000005,0.988220751285553,0.988211452960968,0.9765802025794983,4.6000000000000005,0.9885540207227071,0.9885443449020386,0.9772390723228455,4.6000000000000005,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0023,230.0,240.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0023.npz
1.0963327884674072,1.0963324308395386,1.2019455432891846,1.7000000000000002,1.0964769124984741,1.0964765548706055,1.2022615671157837,1.7000000000000002,1.0974193811416626,1.0974191427230835,1.204329252243042,1.7000000000000002,1.0967430273691814,1.0967427094777424,1.2028454542160034,1.7000000000000002,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0024,240.0,250.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0024.npz
0.8922019004821777,0.892201840877533,0.7960242033004761,10.3,0.8935613036155701,0.8935612440109253,0.7984517812728882,10.3,0.8948528170585632,0.8948527574539185,0.8007615208625793,10.3,0.8935386737187704,0.8935386141141256,0.7984125018119812,10.3,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0025,250.0,260.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0025.npz
0.8801368474960327,0.880133867263794,0.7746409177780151,4.6000000000000005,0.8791167140007019,0.8791133165359497,0.7728462219238281,4.6000000000000005,0.8799406290054321,0.8799370527267456,0.7742955088615417,4.6000000000000005,0.8797313968340555,0.8797280788421631,0.7739275495211283,4.6000000000000005,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0026,260.0,270.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0026.npz
1.0878322124481201,1.087761640548706,1.1833789348602295,4.6000000000000005,1.0880718231201172,1.0880016088485718,1.1839003562927246,4.6000000000000005,1.0879803895950317,1.0879101753234863,1.1837013959884644,4.6000000000000005,1.087961475054423,1.0878911415735881,1.1836602290471394,4.6000000000000005,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0027,270.0,280.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0027.npz
0.9336922764778137,0.9335911273956299,0.8717812299728394,10.3,0.9345703125,0.9344669580459595,0.8734216690063477,10.3,0.9348699450492859,0.9347648620605469,0.8739818334579468,10.3,0.9343775113423666,0.9342743158340454,0.8730615774790446,10.3,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0028,280.0,290.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0028.npz
0.9258319735527039,0.9257017374038696,0.8571648597717285,4.7,0.9270947575569153,0.9269646406173706,0.8595046997070312,4.7,0.9267997741699219,0.9266692399978638,0.858957827091217,4.7,0.926575501759847,0.926445206006368,0.8585424621899923,4.7,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0029,290.0,300.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0029.npz
0.9088865518569946,0.9088793396949768,0.8260747194290161,10.4,0.9094792008399963,0.9094717502593994,0.8271524310112,10.4,0.9105736017227173,0.9105659127235413,0.8291442394256592,10.4,0.9096464514732361,0.9096390008926392,0.8274571299552917,10.4,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0030,300.0,310.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0030.npz
0.9908943176269531,0.9908223152160645,0.9818716049194336,4.2,0.9899319410324097,0.9898585081100464,0.9799652099609375,4.2,0.9913873672485352,0.9913139939308167,0.9828489422798157,4.2,0.9907378753026327,0.9906649390856425,0.9815619190533956,4.2,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0031,310.0,320.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0031.npz
0.7861167192459106,0.7861148715019226,0.6179795265197754,10.5,0.7866297960281372,0.7866280674934387,0.6187864542007446,10.5,0.7869364619255066,0.7869347929954529,0.6192689538002014,10.5,0.7865609923998514,0.7865592439969381,0.6186783115069071,10.5,1002688_6025_0_0,1002688,1002688_6025_0_0_seg0032,320.0,330.0,/workspaces/Latent-Space-Analysis-In-Genomic-and-Signal-Processing---Final-Project/segmented_10s/1002688_6025_0_0/1002688_6025_0_0_seg0032.npz
